ID,PRODUCT,TEXT,LABEL
367272,Checking or savings account,"Someone broke into my wife car, stole her driver license. Then broke into someone else car and stole their checkbook. Then wrote a check for {$1900.00} to my wife. Then using my wife driver license, went to the bank and cash the check. When the check bounced, the bank took {$1900.00} from our account to cover the loss. 
When we contact the bank we were told that this is not a simple fraud case and that we need to WAIT 60 BUSINESSES days before they can determine a solution. Obviously, the teller that cash the check didnt follow the bank policy and didnt confirm that the person that were cashing the check was not my wife. We have a police report and we also contact the bank on the day that my wifes identity was stolen to cancel our credit cards, checks, etc.",5
367274,Checking or savings account,"I did not receive a maturity notice on a {$3000.00} CD that matured on XX/XX/XXXX from Huntington Bank. The interest rate was 1.484 % paid annually. It was a 2 year CD. 

Starting on XX/XX/XXXX, I started trying to contact someone in the bank. 
Within the grace period I called to see about closing out the account - not renewing it - and getting my money. 
After 3 days and three phone numbers, I talked with XXXX at this number on XX/XX/XXXX XXXX XXXX ) - he gave me a passcode and assured me that I would receive the funds in 7-10 business days. It is now XX/XX/XXXX and I have not received my money. 

I called the same number today - XX/XX/XXXX - they said that I needed my XXXX  DL number to verify that it was me over the phone. I gave them the ordinary identification items - SSN, etc. that they asked for but did not know where my XXXX DL was. 
I have moved to XXXX since I opened the account - and had given them a change of address in person before I left XXXX. 
I asked to speak with a supervisor and even though by this time I had located my XXXX DL she said I had to call another number - I was transferred to ( XXXX ) - they told me that I needed to go a branch office. The nearest branch office is 3 hours away from me in XXXX, XXXX. 
They then asked me for the branch information where I opened the account - I gave them the information - including the address and the name of the person who prepared my form. They then gave me the branch of their nearest branch to where I opened the account. 
The third number I called was ( XXXX ). She asked me a few questions and said she would call me back in a couple of hours. I do not believe her.",5
367306,Checking or savings account,"I requested a Bill Payment from the Wells Fargo Online Bill Pay service to pay a property tax payment with the county. A payment of {$5200.00} was due on XX/XX/XXXX. I scheduled a payment on XX/XX/XXXX for that amount. The county treasurer requires the payment be "" postmarked '' by the due date. 

The check was received by the county on XX/XX/XXXX without any mark on the envelope to indicate when it was ordered, issued or mailed ( due to the nature of the bulk mail. Because of this I was charged {$520.00} as a "" late fee '' despite having ordered my payment and had it in the post for delivery on XX/XX/XXXX. The county was unwilling to waive this fee due to `` county law '' requiring a  physical postmark. 

When I complained to Wells Fargo that there was no indication, notification or warning about the lack of postmarks on bills mailed through their "" Bill Pay '' service, they refused to compensate me in any way or recognize the lack of adequate disclosure in their service. When I asked where this information was conferred to the customer, they referenced their Online Access agreement, which was no less than 7 clicks away ( outside of the BillPay application itself, listed under "" Customer Support '', not under the Privacy/Security/Legal link on the bottom of the page ). Deep within another subsection and heading, finally in the bowels of hundreds of pages of fine print, there is an obscure reference to the reliability of postmarks amongst XXXX clauses to help XXXX the consumer over in multiple different exception scenarios. 

No normal human would ever find this information in the normal flow of paying a bill, let alone in the process of opening an account. No notification was given, no guaranteed delivery date offered, and after multiple conversations with the bank and the county office, it became evident that the county office was receiving payments in a single envelope that had been issued across multiple days of customer requests in the Bill Pay system ( the result of a bulk mail vendor relationship the bank uses to cut costs ). 

This is completely unacceptable. Human readable, discoverable and relevant information needs to be provided to a consumer when they are accessing services designed to "" pay bills '' the same as when they are borrowing money. In reading through the agreement it is evident that the fine print is intended to completely absolve the bank of any liability for actually paying bills, and rather to allow for every possible exception to the expectation that they actually reliably deliver the service they advertise. 

I want my {$520.00} back.",5
367308,Checking or savings account,"XXXX XXXX, a company that I have never been affiliated with has charged my checking/debit card {$99.00} for the periods of XXXX - XXXX. Totaling {$490.00} in fraudulent charges. I first contacted XXXX XXXX, who said I would have to deal with the business charging my account. I spoke with XXXX XXXX on four separate occasions, each time I was assured the matter was being taken care of, paperwork was being issued to my address, and the charges would stop. After months and hours on the phone with XXXX XXXX, I decided to reach out to my bank again ( XXXX XXXX ) to close my account to stop further charges. At this point the bank told me I had been misinformed and they would help me at this time. As of today, XXXX XXXX, 2017, the charges have been stopped and three of the five charges have been reimbursed. The additional two charges totaling {$190.00} were rejected for reimbursement due to the amount of time elapsed. However, I was within the 60 day limit from reporting the first charge both to my bank ( XXXX XXXX ) and XXXX XXXX.",5
367365,Checking or savings account,I went into key bank opened a new account put {$50.00} bucks in as required to open the account the very next day they block my account. so after multiple days of calling I was advised due to bad banking with key back over 5 years ago they were closing my account the issue is when I first tried to open an account with key years ago they did the exact same thing opened the account said my credit was to bad blocked it and charged me fees. Not being allowed to have the account is fine but they charged me {$24.00} for checks even though they immediately block the account and I want my money back I cant use these checks they should not have proceeded to open the account if they were n't going to approve me im sick of being XXXX by key bank this Is the second time I never even had a chance to use the fist account because they did the exact same thing so I cant see how that was considered bad banking. then they send me a letter telling me they might report this as negative on my credit no way worst bank ever,5
367389,Checking or savings account,"BMO Harris Bank offered a {$200.00} bonus for opening a new account. I met the terms of the bonus, but they are refusing to pay, claiming that I live in the wrong state. The offer that they made had no such restriction. I read on the internet that they did add a geographic restriction after I opened the account, but they should not apply the restriction to previously opened accounts.",5
367408,Checking or savings account,ON XXXX17 MY ACCOUNT WAS DEBITED IN THE AMOUNT OF XXXX BY XXXX XXXX AND XXXX XXXX. I DISPUTED THESE CHARGES BECAUSE THE SERVICES WITH XXXX HAD BEEN CANCELLED IN XXXX AND XXXX XXXX IS ENGAGING IN FRAUDULENT PREDADTORY LENDING PRACTICES AND IS A SCAM. BANK OF AMERICA IS REFUSING TO REIMBURSE ME FOR THIS VALID AND LEGITAMITE CLAIM.,5
367424,Checking or savings account,"When I opened my checking account with Capital One 360 I was enrolled in a promotion "" Open a new Capital One 360 checking account by XXXX XXXX, 2017 and receive two direct deposits of {$250.00} or more within 60 days of accepting the terms. You must also use the reference code XXXX. '' I entered the promotional code and completed the requirements of the promotion as required and never received the {$400.00} bonus stated in the terms.",5
367457,Checking or savings account,"I opened a checking account with TD Bank in XXXX. I deposited about {$150.00}. However I did n't use the account until years later when I payed a credit card bill for about {$100.00}. I never knew there was a maintenance requirement meaning a balance had to be maintained. Apparently I fell below that balance after paying my credit card bill and I was incurring a maintenance charge every month. I never received a monthly statement from TD Bank or an email alerting me to the fact that I was incurring this maintenance fee. However I just received a notice of the bank closing my account and I had a balance due of {$41.00}. 
I went into the TD Bank yesterday where I opened the account to inquire what was going on. I was told about the maintenance charge and the balance due. I explained to the customer service agent that I never received any bank statements from TD Bank and never was told there was a required amount of money to be kept in my checking account when I opened the account. The customer service agent called the assistant Vice President to talk to me, XXXX XXXX who explained to me that I would not be reimbersed for the maintenance fees that TD Bank charged me even though they never sent me checking account statements. This was final. When I got home I reviewed the information that TD Bank gave me when I first opened the account and there was no information about maintenance fees or required monthly balances. I am out about {$50.00} but it 's the attitude of this bank that is worthwhile noting. I am a senior citizen and even {$50.00} means something.",5
367489,Checking or savings account,I spoke with 2 people today XXXX XXXX between XXXX and XXXX I was not receiving my low Balance alerts and due to this I incurred XXXX in overdraft fees at some point the system should just stop the transactions from going through. I understand the point of the overdraft program and having alerts when they work. All I got was parroting that there system shows the alerts went out and there is nothing that they could do otherwise. This was unethical and unfair. I wanted the fees reversed and they said they ca n't do it even as a bank error.,5
692635,"Payday loan, title loan, or personal loan","I sent a certified letter to Check N Go to stop the ACH payments from my account with XXXX ( located XXXX XXXX XXXX XXXX, XXXX, OH XXXX ) I took the letter into XXXX to show them and they still charged me a {$33.00} for a stop check fee. I received the certified mail receipt back from Check N Go acknowledging receipt of the certified letter. Yet, Check N Go proceeded with the ACH authorization requesting payment of {$1400.00} and XXXX XXXX let the charge go thru. This left a negative balance on my account and left me with absolutely no money for a week ... no food, no meds, no gas. Nothing for both me and my husband!",8
692735,"Payday loan, title loan, or personal loan","Hello, my name is XXXX XXXX and I applied for a loan and was denied. I never received a denial notification or the reason for the denial. 

I 'm hoping that someone in your office could help me. 


XXXX",8
692943,"Payday loan, title loan, or personal loan",I borrowed {$1000.00} and got lender tried to charge my account for over {$3000.00} without my permission.,8
692994,"Payday loan, title loan, or personal loan","I took out an online loan with AVANT in the amount of XXXX simple interest being charged at 35.9 %. I live in the state XXXX. Avant later posted rates for the state with similar score and profile as mine in the amount of 29 %. I requested information from AVANT on how my rate was determined. The request was made by phone. I made a second request, and subsequently a third request. I was told it would take 45 days to respond. I called on several occasions and asked to speak to a supervisor. I did not receive a call back and AVANT sent me a response after the 3rd request over 60 days later regarding an answer to my question, how was my rate determine. The answer by AVANT referred only to it is determined by the computer system. I re-applied for a refinance to lower the rate recently with AVANT. My credit profile is stronger, my debt lower, and my payment history has been excellent the past 6 years. In order to refinance, AVANT states you have to take out an additional {$1000.00} above the current amount of your outstanding loan. I was denied the ability to refinance to the lower rate. Again, rates posted are lower than the rate I was given. Avant does n't respond to the borrower 's, effectively nor timely. The underwriting process to determine rates is not systematic and fair.",8
693096,"Payday loan, title loan, or personal loan",Its none of the issues i listed it is harrassment that has taken place .Im late on my payday loan which is my fault im now being harassed.prior to being late before that i was on time every time my loan was almost paid off.I did fall behind and had to speak with a lawyer about bankruptcy due to the harrassment i was receiving which i really did n't want to do because of course i wan na pay back the loan but the calls to my job threating me saying your coming to my job also telling me i didnt pay enough towards my loan i came in and gave what i had.i was going to bring in what i had everyday just to try and get it paid .the harrassment came from lvfinance employer XXXX and XXXX very rude people and i told them dont call My job if im answering your calls.I spoke with XXXX and before he hung up he said im calling your job now which is un called for.Also he told me i will call you everyday which is fine i owe you but to say im coming to your job and tell my supervisor which is breach of privavcy.I wanted to pay back what i owe credit is everything but the harrassment from this man XXXX will not be overlooked i will do all i can to make sure this man is known about.The calls came and i called back but my job do have the calls logged in the system and the head manager does recall the call where XXXX told him they will be at my job if i dont call back which i was working so i could n't call job policy no cellphones on work floor.On my break i called and the nasty amd rudeness was what i endured im 2 weeks late and the yelling and rudeness when all i wanted to do was set something up with him.I did let the best of me come out and yelled back but you get nothing resolved with XXXX people yelling.This company harassed me at my job that 's my main complaint.,8
693323,"Payday loan, title loan, or personal loan",I have already paid them XXXX on a XXXX dollar loan I called for my payoff balance and they say I owe XXXX they never told me my interest rate before I got the loan!!! I never received any paperwork only my payments schedule,8
693386,"Payday loan, title loan, or personal loan",About 3 months ago I applied for a payday loan of {$600.00}. I received the loan. Since I received this loan I have discovered and been told that in Texas the maximum amount for a payday loan is {$500.00} and can only be for 31 days. Each month for the last 3 months I have been pay {$160.00} a month but they keep refinancing my loan which does not seem to be going down but going up.,8
693464,"Payday loan, title loan, or personal loan","BEWARE OF SPEEDY CASH IN KANSAS! THEY ARE SCAMMER AND LIARS!! 

I have paid over {$2500.00} on a loan for {$990.00}. I was told this would be for six months at 30 % interest on two separate occasions. 

Today, I requested a stop payment to Speedy Cash for the ACH transaction. However, it is quite difficult since the payment amounts change each two weeks. 

I have paid {$250.00} a month since XXXX 2015 .... It has now been 10 months. 

I was scammed! Ripped Off! Lied to .... and so disappointing. They owe me at least {$800.00}.",8
693587,"Payday loan, title loan, or personal loan","I got this loan to help get my car fixed. I borrowed XXXX and it was told to me that I would be paying monthly and now they say I am paying every two weeks with this intrest rate of 533.7084 % and I was told that this is illegal and now by the time I am done I will be paying them XXXX aleast that what this paper say, but after trying to figure it all out I will be paying XXXX. I feel that I am not getting treated wrong and not sure what to do about this. I do not have that kind of money to pay XXXX every two weeks, because I do not make that much money. I only bring maybe XXXX home every two weeks. Plus I have XXXX kids and granddaughter living with me. Thank You XXXX XXXX",8
693756,"Payday loan, title loan, or personal loan","XXXX XXXX XXXX is the bank I use. I had to get XXXX loans to help a my spouse during a crisis and the amount for each has been paid in full but each company still expects me to pay additional money which will triple the original debts. Green Trust Cash will not acknowledge my request to end the account despite not being federally licensed in Georgia where I live, the reason is that they operate under an XXXX Federation Reservation laws. The other, Loan at last is no better but they at least do n't harass me as much.",8
262907,Vehicle loan or lease,"I leased a vehicle from PRIORITY TOYOTA in XXXX XXXX when I lived in that state in XX/XX/2015. When I originally got the vehicle they told me that my payment amount would be XXXX and some change. At that same time my ex leased a vehicle also and needed a cosigner and they had asked me to co sign on the loan for him. At that time I was only making about 28000 a year and somehow I was approved for 2 auto loans equaling out to over 50k?  With that being said I remember the dealership acting kind of off about my income and I think they falsified my information. Anyways, I was making the payments on my vehicle and I decided to move back to XXXX where I am from because things did not work out with my ex and I. within 2 months my payment raised to XXXX and I was not notified about it at all. When they did that I had not found a job yet and so I got a little behind on payments but when I did finally find a job I went back to making the standard XXXX. payment because that's what I thought it was the whole time and now almost 2 years later I have been playing catch-up with them because they raised my payment, keep charging me fees, and there's some miscellaneous fees on there totaling over 300 dollars. Also, within this time my ex decided not to make payments on his vehicle so I now have that on my credit report as a charged off because of the whole situation. I have called TOYOTA FINANCIAL several times to try and resolve this and they were just rude and blew it off. I now have a XXXX month old baby and am a single mom and my car payment and me trying to catch up is just WAYYYY to much for me. So I am hoping with filing this complaint SOMETHING can get resolved because I feel like that dealership completely took advantage of a young girl.",7
262971,Vehicle loan or lease,"I paid off the loan on a new vehicle 12 months in advance. Ally Financial took one additional payment of {$530.00} out of my direct payment account and has NOT returned it to me in 30 days. I contacted customer service reps. at Ally seven times. I recorded four conversations ( I informed them that I was recording the conversation every time. ) I contacted Ally three additional times by "" chat '', and I printed those communications as well. 

I was initially told by Ally that I would receive the refund of my money the week of XX/XX/XXXX. I was told the refund was mailed to me on XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX and finally on XX/XX/XXXX. It is now XX/XX/XXXX and I still have not received the money Ally took out of my account. 

The vehicle was paid in full on XX/XX/XXXX ... 12 months ahead of when the final payment was due. I have recordings and documented copies of the misleading information I have been given for the last three weeks. 

Why are they allowed to get away with this? Why couldn't they return my money electronically to the same account they took it out of? Why are seven different people confused and not sure of "" exactly '' what is happening? 

Another complaint about the TITLE for the vehicle. I actually paid off, in full, two loans years ahead of time. I asked the question ; "" ... when will I receive the titles for the two vehicles? '' I was told by three reps. that the titles would be send to the DMV. I asked "" ... what DMV? '' No one could answer that question. However, as it turned out, one title WAS sent to the DMV in XXXX, IA. and second title was sent directly to ME! 

How about that? Who really knows what they are doing at Ally? Why would Ally release two vehicle tiles worth {$50000.00} and NOT return a payment amount of only {$530.00} ... what is worth more? It makes no sense that they would delay returning a small amount of money, but have NO problem releasing titles worth many thousands of dollars? The fact is, they DO NOT want to release MONEY. They hold on to the money as long as they want to, without reason or justifiable cause to do so.

This needs to be examined and corrected. Note : Ally should be regulated to "" refund '' customer 's money within two weeks or less. They should be forced to "" direct deposit '' refunds if they have been paid by "" direct payments '', all of my payments were made on time with direct payment terms. Ally should be punished for making "" false '' statements and unprofessional conduct and concern for outstanding customers like me.",7
262978,Vehicle loan or lease,"This is in reply to Company 's Response for Complaint # IDXXXX. At the time I responded to the company 's answer, I didn't notice the discrepancy in payment. I was told by the company that in order to pay off the car, I needed to send {$16000.00}. This was sent to them on XX/XX/XXXX -- a week before the end of the lease. According to the company 's response, quoted below, I was only required to pay {$15000.00}. The company owes me the difference - {$450.00}. 



>> '' Thank you for bringing your concerns to our attention. Our records reflect that on XX/XX/XXXX, you executed a 36-month lease for a XXXX XXXX. The lease discloses the agreed upon value of the vehicle at lease inception XXXX {$31000.00} XXXX as well as the residual ( or price to purchase the vehicle ) ( {$15000.00} XXXX at lease end. We confirmed that beginning on XX/XX/XXXX, we provided you payoff quotes and payoff instructions on multiple occasions via our website and Integrated Voice Recognition ( IVR ) system. "" <<",7
263064,Vehicle loan or lease,After struggling to catch up with payments after one was paid and somehow lost through XXXX  Ally refused and disobeyed the law in regards to disclosing the process on how to file a ten day extension to recover my vehicle as required by CALIFORNIA law. I made several attempts to retrieve that info and no one would tell me and the paperwork sent said nothing of it. I am now going to loose my car because I needed the extra time. I have been in a whole ever since.,7
263287,Vehicle loan or lease,"XXXX XXXX  operating Manager XXXX XXXX and XXXX XXXX are receiving proceeds that are being disbursed by XXXX.THE FOLLOWING PARTICULARS APPLY COUNT I 1 XXXX XXXX XXXX XXXX (XX/XX/XXXX ) VEHICLE PROGRAM COVERAGE PRO RATED DUE TO TOTAL LOSS 2 XXXX XXXX XXXX XXXX ( NEW ) LIEN HOLDER FORD CREDIT.

I3. NFER TO BREACH OF CONTRACT TO BOTH COVERAGES BY XXXX XXXX.

WHRN RECIEVING SERVICES FOR TIRES THEY ONLY REPLACED ONE TIRE.HOWEVER BOTH TIRES EITHER FRONT OR BACK WERE REPLACED WITH ONE TIRE. XXXX XXXX  KEPT OTHER 3 TIRES.

COUNT II 4.TRANSMISSION WAS NEVER REPAIRED BY XXXX XXXX .

5.RECIEVE LETTER RELATING TO TRSNSMISSION MODULE BY FORD MOTOR .

6 FEDERAL COURT CASE PENDING FOR XXXX TO BE REFUND TO CUSTOMERS 7 XXXX PURCHASE CHRCK ONLY WERE TO BE ISSUED TO INDIVIDUALS OWNING XX/XX/XXXX XXXX XXXX HOWEVER BREACH OF CONTRACT INFERS TO upon performance incur failure to perform a discretionary function or duty to terms conditions of contract.

U.S.C. 1346 ( b ). Thus, both federal and State law may impose limitations on liability. The FTCA exempts, among other things, claims based upon the performance, or failure to perform a "" discretionary function or duty. '' The FTCA also exempts a number of intentional torts.",7
263343,Vehicle loan or lease,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX, LA XXXX sold a XXXX XXXX XXXX to myself with a co-signer XXXX XXXX XXXX on XX/XX/XXXX. On XX/XX/XXXX, they claim that I would have to sign a NEW CONTRACT and a NEW PROMISSORY NOTE ( # 2 ). We both resign the contract and I noticed that the original creditor never signed to contract anywhere. I tried to endorse the NOTE "" Pay to the Order of the United States of America without Recourse '' originally but the resign was all electronic so i was not able to make the endorsement of the NOTE as I am the MAKER and Owner of the NOTE. The account was sold to CREDIT ACCEPTANCE CORP. I sent DEBT VALIDATION DOCUMENTS demanding that they validate the DEBT and they have failed to do so to this date. The COLLECTION AGENCY admitted that they didn't HAVE THE ORIGINAL PROMISSORY NOTE and I concluded that they do not have the RIGHTS or STANDING to collect the debt. On XX/XX/XXXX, CREDIT ACCEPTANCE CORP tried to ILLEGALLY REPOSSESS THE VEHICLE, resulting in myself hiding the vehicle until they can legally VALIDATE THE DEBT. I have recorded conversations with COLLECTOR where they claim they have a signed contract between myself, co-signer and CREDIT ACCEPTANCE CORP and have failed to produce any proof of a VALID AGREEMENT AND/OR CONTRACT. They are in DISHONOR!",7
